target
МВД ПО РЕСП. АДЫГЕЯ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ Г. КЕМЕРОВО
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ Г. КЕМЕРОВО
ОТДЕЛЕНИЕМ УФМС В ЛЕНИНСКОМ РАЙОНЕ Г. КЕМЕРОВО
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЛЕНИНСКОМ РАЙОНЕ Г. КЕМЕРОВО
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЛЕНИНСКОМ РАЙОНЕ Г. КЕМЕРОВО
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЗАВОДСКОМ РАЙОНЕ Г. КЕМЕРОВО
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЗАВОДСКОМ РАЙОНЕ Г. КЕМЕРОВО
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В КИРОВСКОМ РАЙОНЕ Г. КЕМЕРОВО
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В КИРОВСКОМ РАЙОНЕ Г. КЕМЕРОВО
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В РУДНИЧНОМ РАЙОНЕ Г. КЕМЕРОВО
МП № 1 ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЗАВОДСКОМ РАЙОНЕ Г. КЕМЕРОВО
ОТДЕЛЕНИЕМ № 1 ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЗАВОДСКОМ РАЙОНЕ Г. КЕМЕРОВО
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. АНЖЕРО-СУДЖЕНСКЕ
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. БЕЛОВО
МП № 1 ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. БЕЛОВО (С МЕСТОМ ДИСЛОКАЦИИ В ПОС. НОВЫЙ ГОРОДОК)
МП № 1 ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. БЕЛОВО
ТП № 1 ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. БЕЛОВО
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. МАРИИНСКЕ
ТП № 2 ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. БЕЛОВО
МП № 2 ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. БЕЛОВО (С МЕСТОМ ДИСЛОКАЦИИ В ПГТ КРАСНОБРОДСКИЙ)
ТП № 3 ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. БЕЛОВО
ТП № 4 ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. БЕЛОВО
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. БЕРЕЗОВСКОМ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ГУРЬЕВСКЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. КАЛТАН
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. КАЛТАНЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. КИСЕЛЕВСКЕ
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. КИСЕЛЕВСКЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ЛЕНИНСКЕ-КУЗНЕЦКОМ
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ЛЕНИНСКЕ-КУЗНЕЦКОМ
МП № 1 ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ЛЕНИНСКЕ-КУЗНЕЦКОМ
ОТДЕЛЕНИЕМ № 1 ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ЛЕНИНСКЕ-КУЗНЕЦКОМ
ОТДЕЛЕНИЕМ № 1 УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ЛЕНИНСКЕ-КУЗНЕЦКОМ
МП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПОЛЫСАЕВО
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПОЛЫСАЕВО
ТП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПОЛЫСАЕВО
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. МАРИИНСКЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. МЕЖДУРЕЧЕНСКЕ
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. МЕЖДУРЕЧЕНСКЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. МЫСКИ
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. НОВОКУЗНЕЦКЕ
ОТДЕЛЕНИЕМ № 1 В ЦЕНТРАЛЬНОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. НОВОКУЗНЕЦКЕ
ОТДЕЛЕНИЕМ № 2 В ЦЕНТРАЛЬНОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. НОВОКУЗНЕЦКЕ
ОТДЕЛЕНИЕМ В ЗАВОДСКОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. НОВОКУЗНЕЦКЕ
ОТДЕЛЕНИЕМ В КУЙБЫШЕВСКОМ РАЙОНЕ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. НОВОКУЗНЕЦКЕ
ОТДЕЛЕНИЕМ В КУЗНЕЦКОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. НОВОКУЗНЕЦКЕ
ОТДЕЛЕНИЕМ В НОВОИЛЬИНСКОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. НОВОКУЗНЕЦКЕ
ОТДЕЛЕНИЕМ В ОРДЖОНИКИДЗЕВСКОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. НОВОКУЗНЕЦКЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ОСИННИКИ
ТП В ПОС. МАЛИНОВКА ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ОСИННИКИ
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПРОКОПЬЕВСКЕ
МП № 1 В ЦЕНТРАЛЬНОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПРОКОПЬЕВСКЕ
ОТДЕЛЕНИЕМ № 1 В ЦЕНТРАЛЬНОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПРОКОПЬЕВСКЕ
ОТДЕЛЕНИЕМ № 2 В ЦЕНТРАЛЬНОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПРОКОПЬЕВСКЕ
ТП № 1 ОТДЕЛЕНИЯ В ЦЕНТРАЛЬНОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПРОКОПЬЕВСКЕ
ТП № 1 ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПРОКОПЬЕВСКЕ
ОТДЕЛЕНИЕМ № 1 В РУДНИЧНОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПРОКОПЬЕВСКЕ
МП В РУДНИЧНОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПРОКОПЬЕВСКЕ
ОТДЕЛЕНИЕМ В РУДНИЧНОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПРОКОПЬЕВСКЕ
ОТДЕЛЕНИЕМ № 2 В РУДНИЧНОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПРОКОПЬЕВСКЕ
ЗЕНКОВСКИМ РОВД Г. ПРОКОПЬЕВСКА
МП В ЗЕНКОВСКОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПРОКОПЬЕВСКЕ
ОТДЕЛЕНИЕМ В ЗЕНКОВСКОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ПРОКОПЬЕВСКЕ
МП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ТАЙГЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ТАЙГА
ТП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ТАЙГА
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ТАШТАГОЛЕ
МП В ПОС. ШЕРЕГЕШ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ТАШТАГОЛЕ
ТП В ПОС. ШЕРЕГЕШ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ТАШТАГОЛЕ
ТП В ПОС. КАЗ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ТАШТАГОЛЕ
МП В ПОС. МУНДЫБАШ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ТАШТАГОЛЕ
ТП В ПОС. МУНДЫБАШ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ТАШТАГОЛЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ТОПКИ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ЮРГА
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ЮРГЕ
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ЮРГЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В БЕЛОВСКОМ РАЙОНЕ
2 ОВД В РУДНИЧНОМ РАЙОНЕ Г. ПРОКОПЬЕВСКА
МП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ИЖМОРСКОМ РАЙОНЕ
ТП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ИЖМОРСКОМ РАЙОНЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В КЕМЕРОВСКОМ РАЙОНЕ
МП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В КРАПИВИНСКОМ РАЙОНЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В КРАПИВИНСКОМ РАЙОНЕ
ТП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В КРАПИВИНСКОМ РАЙОНЕ
МП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЛЕНИНСК-КУЗНЕЦКОМ РАЙОНЕ
МП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЛЕНИНСКЕ-КУЗНЕЦКОМ РАЙОНЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЛЕНИНСК-КУЗНЕЦКОМ РАЙОНЕ
ТП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЛЕНИНСК-КУЗНЕЦКОМ РАЙОНЕ
ТП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЛЕНИНСКЕ-КУЗНЕЦКОМ РАЙОНЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В НОВОКУЗНЕЦКОМ РАЙОНЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ПРОКОПЬЕВСКОМ РАЙОНЕ
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ПРОКОПЬЕВСКОМ РАЙОНЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ПРОМЫШЛЕННОВСКОМ РАЙОНЕ
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ПРОМЫШЛЕННОВСКОМ РАЙОНЕ (С МЕСТОМ ДИСЛОКАЦИИ В ПГТ ПРОМЫШЛЕННАЯ)
МП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ТИСУЛЬСКОМ РАЙОНЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ТИСУЛЬСКОМ РАЙОНЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. ТИСУЛЬСКОМ РАЙОНЕ
ТП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ТИСУЛЬСКОМ РАЙОНЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ТЯЖИНСКОМ РАЙОНЕ
ТП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ТЯЖИНСКОМ РАЙОНЕ
МП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЧЕБУЛИНСКОМ РАЙОНЕ
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЧЕБУЛИНСКОМ РАЙОНЕ
ТП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЧЕБУЛИНСКОМ РАЙОНЕ
МП В ЮРГИНСКОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ЮРГЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЮРГИНСКОМ РАЙОНЕ В Г. ЮРГА
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЮРГИНСКОМ РАЙОНЕ
ТП В ЮРГИНСКОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ЮРГА
ТП В ЮРГИНСКОМ РАЙОНЕ ОУФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В Г. ЮРГЕ
МП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЯЙСКОМ РАЙОНЕ
МП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЯЙСКОМ РАЙОНЕ (С МЕСТОМ ДИСЛОКАЦИИ В ПГТ ЯЯ)
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЯЙСКОМ РАЙОНЕ
ТП УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЯЙСКОМ РАЙОНЕ
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ПГТ ЯШКИНО
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ЯШКИНСКОМ РАЙОНЕ
ОТДЕЛОМ УФМС РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ. В ПГТ ЯШКИНО
ГУВД КЕМЕРОВСКОЙ ОБЛ.
УВД ЦЕНТРАЛЬНОГО РАЙОНА Г. КЕМЕРОВО
ЦЕНТРАЛЬНЫМ РУВД Г. КЕМЕРОВО
ЛЕНИНСКИМ РОВД Г. КЕМЕРОВА
ЛЕНИНСКИМ РОВД Г. КЕМЕРОВО
ОВД ЛЕНИНСКОГО РАЙОНА Г. КЕМЕРОВО
ЗАВОДСКИМ РОВД Г. КЕМЕРОВА
ЗАВОДСКИМ РОВД Г. КЕМЕРОВО
ОВД ЗАВОДСКОГО РАЙОНА Г. КЕМЕРОВО
КИРОВСКИМ РОВД Г. КЕМЕРОВА
КИРОВСКИМ РОВД Г. КЕМЕРОВО
ОВД КИРОВСКОГО РАЙОНА Г. КЕМЕРОВО
ОВД РУДНИЧНОГО РАЙОНА Г. КЕМЕРОВО
РУДНИЧНЫМ РОВД Г. КЕМЕРОВА
РУДНИЧНЫМ РОВД Г. КЕМЕРОВО
2 ОМ Г. КЕМЕРОВА
2 ОМ Г. КЕМЕРОВО
2 ОМ ОВД ЗАВОДСКОГО РАЙОНА Г. КЕМЕРОВА
АНЖЕРО-СУДЖЕНСКИМ УВД КЕМЕРОВСКОЙ ОБЛ.
УВД Г. АНЖЕРО-СУДЖЕНСКА КЕМЕРОВСКОЙ ОБЛ.
БЕЛОВСКИМ УВД КЕМЕРОВСКОЙ ОБЛ.
УВД Г. БЕЛОВА КЕМЕРОВСКОЙ ОБЛ.
БЕРЕЗОВСКИМ ГОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД Г. БЕРЕЗОВСКОГО КЕМЕРОВСКОЙ ОБЛ.
ГУРЬЕВСКИМ ГРОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД Г. ГУРЬЕВСКА И ГУРЬЕВСКОГО РАЙОНА РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ОВД Г. ГУРЬЕВСКА И РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
КАЛТАНСКИМ ГОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД Г. КАЛТАН КЕМЕРОВСКОЙ ОБЛ.
ОВД Г. КАЛТАНА КЕМЕРОВСКОЙ ОБЛ.
КИСЕЛЕВСКИМ ГОВД КЕМЕРОВСКОЙ ОБЛ.
КИСЕЛЕВСКИМ ГОВД
ОВД Г. КИСЕЛЕВСКА КЕМЕРОВСКОЙ ОБЛ.
УВД Г. КИСЕЛЕВСКА КЕМЕРОВСКОЙ ОБЛ.
ЛЕНИНСК-КУЗНЕЦКИМ УВД КЕМЕРОВСКОЙ ОБЛ.
УВД Г. ЛЕНИНСК-КУЗНЕЦКОГО КЕМЕРОВСКОЙ ОБЛ.
УВД Г. ЛЕНИНСКА-КУЗНЕЦКОГО КЕМЕРОВСКОЙ ОБЛ.
1 ОМ Г. ЛЕНИНСКА-КУЗНЕЦКОГО КЕМЕРОВСКОЙ ОБЛ.
1 ОМ ЛЕНИНСК-КУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
2 ОМ ЛЕНИНСК-КУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
МАРИИНСКИМ ГРОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД Г. МАРИИНСКА И МАРИИНСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ОВД Г. МАРИИНСКА И РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
МЕЖДУРЕЧЕНСКИМ УВД КЕМЕРОВСКОЙ ОБЛ.
УВД Г. МЕЖДУРЕЧЕНСКА КЕМЕРОВСКОЙ ОБЛ.
МЫСКОВСКИМ ГОВД КЕМЕРОВСКОЙ ОБЛ.
НОВОКУЗНЕЦКИМ УВД КЕМЕРОВСКОЙ ОБЛ.
ОВД ЦЕНТРАЛЬНОГО РАЙОНА Г. НОВОКУЗНЕЦКА КЕМЕРОВСКОЙ ОБЛ.
ЦЕНТРАЛЬНЫМ РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
КУЗНЕЦКИМ РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
ОВД КУЗНЕЦКОГО РАЙОНА Г. НОВОКУЗНЕЦКА КЕМЕРОВСКОЙ ОБЛ.
КУЙБЫШЕВСКИМ РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
ОВД КУЙБЫШЕВСКОГО РАЙОНА Г. НОВОКУЗНЕЦКА КЕМЕРОВСКОЙ ОБЛ.
ЗАВОДСКИМ РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
ОВД ЗАВОДСКОГО РАЙОНА Г. НОВОКУЗНЕЦКА КЕМЕРОВСКОЙ ОБЛ.
ОВД ОРДЖОНИКИДЗЕВСКОГО РАЙОНА Г. НОВОКУЗНЕЦКА КЕМЕРОВСКОЙ ОБЛ.
ОРДЖОНИКИДЗЕВСКИМ РОВД Г. НОВОКУЗНЕЦКА КЕМЕРОВСКОЙ ОБЛ.
ОРДЖОНИКИДЗЕВСКИМ РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
1 ОМ НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
1 ОМ ЦЕНТРАЛЬНОГО РАЙОНА Г. НОВОКУЗНЕЦКА КЕМЕРОВСКОЙ ОБЛ.
1 ОМ ЦЕНТРАЛЬНОГО РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
НОВОИЛЬИНСКИМ РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
ОВД НОВОИЛЬИНСКОГО РАЙОНА Г. НОВОКУЗНЕЦКА КЕМЕРОВСКОЙ ОБЛ.
ОВД Г. ОСИННИКИ КЕМЕРОВСКОЙ ОБЛ.
ОСИННИКОВСКИМ ГОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД ЦЕНТРАЛЬНОГО РАЙОНА Г. ПРОКОПЬЕВСКА КЕМЕРОВСКОЙ ОБЛ.
ЦЕНТРАЛЬНЫМ РОВД Г. ПРОКОПЬЕВСКА КЕМЕРОВСКОЙ ОБЛ.
ЦЕНТРАЛЬНЫМ РОВД ПРОКОПЬЕВСКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
ЗЕНКОВСКИМ РОВД Г. ПРОКОПЬЕВСКА КЕМЕРОВСКОЙ ОБЛ.
ЗЕНКОВСКИМ РОВД ПРОКОПЬЕВСКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
ОВД ЗЕНКОВСКОГО РАЙОНА Г. ПРОКОПЬЕВСКА КЕМЕРОВСКОЙ ОБЛ.
РУДНИЧНЫМ РОВД Г. ПРОКОПЬЕВСКА КЕМЕРОВСКОЙ ОБЛ.
ОВД Г. ТАЙГА КЕМЕРОВСКОЙ ОБЛ.
ОВД Г. ТАЙГИ КЕМЕРОВСКОЙ ОБЛ.
ТАЙГА ГРОВД
ТАЙГИНСКИМ ГОВД КЕМЕРОВСКОЙ ОБЛ.
ТАШТАГОЛЬСКИМ ГРОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД Г. ТОПКИ И ТОПКИНСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ТОПКИНСКИМ ГРОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД Г. ЮРГА КЕМЕРОВСКОЙ ОБЛ.
ЮРГИНСКИМ ГОВД КЕМЕРОВСКОЙ ОБЛ.
БЕЛОВСКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД БЕЛОВСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ИЖМОРСКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ИЖМОРСКИМ РОВД
ОВД ИЖМОРСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
КЕМЕРОВСКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД КЕМЕРОВСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
КРАПИВИНСКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД КРАПИВИНСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ЛЕНИНСК-КУЗНЕЦКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД ЛЕНИНСК-КУЗНЕЦКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
НОВОКУЗНЕЦКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД НОВОКУЗНЕЦКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ОВД ПРОКОПЬЕВСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ПРОКОПЬЕВСКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД ПРОМЫШЛЕННОВСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ПРОМЫШЛЕННОВСКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД ТИСУЛЬСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ТИСУЛЬСКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД ТЯЖИНСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ТЯЖИНСКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД ЧЕБУЛИНСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ЧЕБУЛИНСКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД ЮРГИНСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ЮРГИНСКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ОВД ЯШКИНСКОГО РАЙОНА КЕМЕРОВСКОЙ ОБЛ.
ЯШКИНСКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
ЯЙСКИМ РОВД КЕМЕРОВСКОЙ ОБЛ.
2 ОВД Г. ПРОКОПЬЕВСКА КЕМЕРОВСКОЙ ОБЛ.
2 ОВД РУДНИЧНОГО РАЙОНА Г. ПРОКОПЬЕВСКА КЕМЕРОВСКОЙ ОБЛ.
2 ОМ ПРОКОПЬЕВСКОГО УВД КЕМЕРОВСКОЙ ОБЛ.
2 ОМ Г. ПРОКОПЬЕВСКА
